,Topic_24,Topic_37,Topic_49,Topic_36,Topic_34,Topic_2,Topic_29,Topic_41,Topic_25,Topic_9,Topic_44,Topic_20,Topic_33,Topic_11,Topic_12,Topic_19,Topic_47,Topic_31,Topic_39,Topic_7
AHR,0.07384474977257682,0.12078792133635641,0.24034820212575048,0.43548197793420906,0.8576679255105714,0.5626933766937251,0.9302025096484204,0.9999999999999999,0.9122896483415633,0.0,0.36325205249549697,0.15608054691233542,0.39842175622556286,0.624182216219806,0.820065772279292,0.6138740857294885,0.16920270991572872,0.3759717167598612,0.7727148342599376,0.3940575519767665
AR,0.9162963759026277,0.8029584066764119,0.4347331878208408,0.32749954299591777,0.1314860817939706,0.5770914608882143,0.0,0.19481745903872782,0.2875825135696247,0.3847307719367039,1.0,0.7378630519006049,0.43063701945314115,0.39963834909129115,0.20293874469677076,0.38919647169786986,0.6731780513254517,0.502341418171169,0.5070239206234812,0.4030378176935815
ARID3A,0.3904253466459091,0.8338251153659306,0.5060876980505364,0.7892149758379272,0.6895043058558672,0.5912770269282777,0.6668119408113278,0.3216653315785343,0.4080750770389674,0.39484930888283687,0.0,0.4293647619286385,0.9999999999999998,0.8777460723004118,0.5619857705268851,0.5874222609419828,0.5473381879457342,0.26865821975957216,0.006413531986488863,0.49707071113668255
ARID5B,0.6331592896890097,0.20830311589517492,0.5359267068298219,0.1963891836420648,0.41185573545032117,0.8272150773522846,0.4638723148793369,0.6062729912615419,0.6512973507931505,0.3391384772801045,0.41077994727096123,0.4766640139831284,0.0,0.8370367434845034,0.48177123757508267,0.7084596362566009,0.286742976037484,0.8264416685164229,0.9999999999999998,0.9563665043442471
ARX,0.3269989225247714,0.3402439869084422,1.0,0.09341476655948511,0.13950372657039273,0.09301433908712714,0.19746903357186701,0.17670408722126302,0.10977752560350945,0.40208025975282474,0.2463970695474081,0.5517825430939229,0.0,0.38106165541411546,0.002004000079266599,0.1015283289111581,0.185915521355888,0.24921951478119692,0.16834685643391073,0.39404776577816764
ASCL1,0.16944912776362359,0.0,0.6550241643457764,0.7667916101957761,1.0,0.3506068527787077,0.6654456394731034,0.557932768432889,0.7405021988179017,0.7633423647219173,0.4544037386096404,0.6799500060557484,0.22304834571121096,0.27699859731441706,0.6779560391719557,0.04898817418944307,0.8236134011423168,0.36289870582115086,0.25990283553760246,0.5126891820085435
ASCL2,0.8528041450958435,0.9933996672778749,1.0,0.8970880430412049,0.3295175440711638,0.5565971144859774,0.5304727559840905,0.714184155627303,0.29840043481921447,0.08687102181615691,0.2634973354766253,0.20611270054686265,0.2749393475429189,0.0,0.38804825909825696,0.32244839558392974,0.9180723163674942,0.4499862280734625,0.6157996753169819,0.5946644498253153
ATF1,1.0,0.4824117873974183,0.44274385247509906,0.3913923196168754,0.4451246697928726,0.5686379922764155,0.621663858389776,0.33615472017689685,0.3220032360656111,0.14247428695158737,0.12136880741710865,0.5755149135801081,0.7386877269412135,0.2641552110712393,0.6911652266109383,0.5137196003140119,0.5025658198212812,0.34662407627371694,0.0,0.28981952903163544
ATF3,0.20353588972578252,0.0709138089655259,0.30180925575870543,0.0,0.0737495814802257,0.013354834879104271,0.3054268603938711,0.26799590620276914,0.6680609089040094,0.5285708081074326,0.4263654835219203,0.17649557921511227,0.6668304403677338,1.0,0.6790460215706547,0.8675425003504457,0.10298771709893284,0.4140351605745739,0.36506347625295865,0.44326241479247586
BACH1,0.11008857100052127,0.3874278271989007,0.4204153829780499,0.10131108774938458,0.31968058514469355,0.16068345150482166,0.5168914662461637,0.47514019774848437,0.25793093526064315,0.7311134467217859,0.47152341558170985,0.472282303005787,0.8740149302511298,0.2414761104969494,0.5608789898785309,0.7564327853029051,0.0,1.0,0.6758973985770096,0.7310818363110458
BACH2,0.9999999999999998,0.8245730911692755,0.5972530249050256,0.002607872580498105,0.21099823299101583,0.5082587571683224,0.39650387628595074,0.8010930484542886,0.7132566094107846,0.7364398287348373,0.36134335099947434,0.16134965749405494,0.0,0.7176782798270234,0.503309375772264,0.5573272671550968,0.305660066848483,0.45482585738307524,0.949451544074478,0.4811263865838964
BATF,0.3884502845583726,0.43451946774051575,0.13307800342611398,0.3667679371409689,0.1352873764142043,0.4985738092064831,0.5735870515041219,0.5464296282943297,0.19608949449928148,0.42698154249116493,0.2664663404894594,0.4415070811278652,0.8082764631870936,0.6040592719697535,0.0,0.8662914309196186,0.12952308120469758,0.9999999999999998,0.8320402955472108,0.9699696555526416
BCL11A,0.6581465517081336,0.4335142437403534,0.9999999999999999,0.5770031052976278,0.26037647611955117,0.244036850998403,0.3500585176001736,0.5322240629424926,0.3064577069513226,0.21077108892411278,0.10756189792996235,0.0,0.027005889529046756,0.1969348750055283,0.19318407112731795,0.05952124469036296,0.2838179675476141,0.19224598760096234,0.40194599699343325,0.40936905431903947
BCL11B,0.9558490143873026,0.7605043017843309,0.9106199197075902,0.8109146766598212,1.0,0.5429338524297326,0.725750288354654,0.5698132204258246,0.5121349900814147,0.36708970202330404,0.15205841485206795,0.072953332099077,0.0,0.1489018813876153,0.26333891299313794,0.010044918224462906,0.4519236974501155,0.3738994287791271,0.503806703876692,0.4509741094305716
BCL6,0.0,0.06784555116519553,0.24108076836503378,0.5991781591364949,0.7733673837708457,0.2763086817839643,0.512241273900917,0.46426132496901906,0.750527255510399,0.7217143648080715,0.793153570538591,1.0,0.5008395420537259,0.7155953655984908,0.6924121666302812,0.5285895920626285,0.5854087446759313,0.6374059475175908,0.5210297994899269,0.5960107694900607
BHLHE40,0.04433545565980401,0.0756751394927867,0.0,0.15361189090624688,0.07654743852012252,0.023056260848952514,0.26366378455951744,0.24552042932812335,0.4897877303254655,0.7686056400694108,0.7299374898804172,0.7307427492088028,0.7102344007034045,0.8304494082919489,0.8852049857686166,1.0,0.21178764153539142,0.6093996533040773,0.2459156249305291,0.4376935371455718
BHLHE41,0.2843341956417935,0.2655690613588896,0.017354903839987168,0.043450389403563716,0.0,0.17499128090582583,0.18131110183410182,0.28500274729698527,0.06851944659397907,0.6104778686297057,0.7197667033138906,0.7606106497476302,0.6688834692171697,1.0,0.46856273578884877,0.8781643161880852,0.22441960936716587,0.3543462062919053,0.25701960295539783,0.3684716113572869
CEBPA,0.7748787075243886,0.40377390809837244,0.3810418009952643,0.3955997466566541,0.17874117596838657,0.4570037427561555,0.7991900122365401,0.32721694031285087,0.03371264193359291,1.0,0.305223024316607,0.7372806491845576,0.9736502377298171,0.6205702492917551,0.945406878329579,0.9797170369057504,0.3460415396174865,0.46446289941124297,0.0,0.7772828470602322
CEBPB,0.01914290643121752,0.06258862013533195,0.056006017235347705,0.060158580069798795,0.0,0.12735157136512854,0.5564740465982244,0.4249213413703222,0.30535208104700795,0.484670841656626,0.410479666786726,0.5218403865057192,0.9485077877936002,0.7429278285528614,0.4173586593826938,1.0,0.19575313742478173,0.412488568313338,0.020661363094233165,0.5079968792839683
CEBPD,0.03947452271089141,0.09690002024009914,0.0,0.1277633918601968,0.04580266694189067,0.05326427165839809,0.13423099960573248,0.030460620709365782,0.45443329652445486,0.6867031102438031,0.8440952879886646,0.9999999999999999,0.7189604770835128,0.6112075666836265,0.7474327278794787,0.7223698698884985,0.20326740440376967,0.38770338609487787,0.20725855524535997,0.49024603291218904
CREB5,0.12683588050753336,0.2736038388396689,0.0,0.4809049707358142,0.4658200075859322,0.3037518477980181,0.5054281951871724,0.4293033984080834,0.5769674154555502,0.8012022826150025,0.05037461433568202,0.14980698018795602,0.5066107217549942,0.5132326018124389,0.4573577354808087,0.6035168633632173,0.3439865846284573,0.9715657800868218,1.0,0.34203494552204283
CREM,0.23932809781575992,0.21772940499436566,0.04610799426785528,0.26593881724511914,0.9999999999999998,0.4570568738324112,0.6928283078361686,0.08192131007609071,0.30681321896488534,0.579599556225276,0.1253063130178904,0.5085949251050248,0.7718412005808635,0.24425334842575364,0.0,0.20143100606729658,0.1958230479741354,0.8946056679722505,0.8442150435155911,0.9279666440625487
CUX2,0.9999999999999998,0.906314199594906,0.9482959280655741,0.6302525982009458,0.4330186245968267,0.4866838067325916,0.2559879387314846,0.310270304481034,0.16885873846382715,0.15662608455913324,0.13247375970406583,0.160049934939623,0.15198027600997172,0.0,0.13657593919900174,0.01332280921581458,0.6010018453538647,0.3848235777348896,0.5032552312785702,0.359214427589418
DDIT3,0.5022776801524107,0.21871357589501828,0.590837894808039,0.44079835281743707,0.5278937557937422,0.2770838658326653,0.5886176055284555,0.2224226248176535,0.6066763388126464,0.7082741410376576,0.7176539514155429,0.6886061833263413,0.8555857979503889,0.8289346720858681,1.0,0.8948906271679449,0.4280481724646694,0.2311033320694853,0.0,0.5424459860636417
DMRT2,0.34695380490101696,0.34618412953657524,0.18777168754652207,0.19099349730524295,1.0,0.8322590476290617,0.8953479084182505,0.7774745746417331,0.589697456256981,0.5806291234221661,0.11732044230378008,0.0,0.10389446759280974,0.12139797259187085,0.06091723000619137,0.09375359106491055,0.1883979578040637,0.3336588268177931,0.7318365951213981,0.5143474464501889
DPF3,0.5613493560562487,0.5965273502220086,0.14727316188827244,0.3075349113291864,0.5567823982980223,0.35185155656035294,0.48477477695728066,0.393265298551042,0.1215718889178019,0.9244515171727686,0.6770081993538205,0.8821222680434374,0.9525612759326537,0.3771238606098898,0.11794338399080417,0.66735879857271,0.0,0.9999999999999999,0.7222012858283445,0.40184244343805486
EBF1,1.0,0.6304354149579602,0.6052916175854096,0.6328887192064645,0.19309233124829012,0.5098446243687859,0.31811752160888906,0.8885312332287146,0.5163530050129191,0.10646748542598522,0.23618247782936896,0.11818823852549515,0.0,0.24943545419192048,0.42088166425514073,0.29238097356964887,0.36816452739897965,0.312894451300029,0.5759003745055378,0.3347520283898826
EBF2,1.0,0.6768087870046673,0.4634951368366936,0.660223428928786,0.17358179850096211,0.6346477388573302,0.37866983136792026,0.7660163342714772,0.23270574920844994,0.0,0.15503814627271828,0.08626403959275247,0.16579349676516697,0.10911746258457766,0.2125751549099551,0.12059784513205479,0.3422250640202897,0.32483366853474965,0.5645419789038233,0.20774976292530556
EBF3,0.5134604873159163,0.48530322043652013,0.42996923434245665,1.0,0.2843931297764901,0.4013556287230689,0.180374388880517,0.32052097754087017,0.27921872203869846,0.0,0.10577059288248354,0.0457259446255021,0.07313338557521272,0.04225663476555026,0.11160683104954637,0.0374425550064514,0.35707862575918586,0.16401218401797507,0.3153512445547794,0.18679402461778621
EGR1,0.4908655438588716,0.1971960510653865,0.7989000642793607,0.1015479612294512,0.5208184594451137,0.0,0.7542516683540663,0.46180509763230626,0.5488516011704703,0.8924462513213465,0.5184650755434093,0.8173010671834837,0.918396004554126,0.8339166166659697,0.9999999999999996,0.9943301468996655,0.10897822852154748,0.6692837684211725,0.025252338148752163,0.571701817882897
EGR2,0.16641691057664865,0.0,0.12879897719298505,0.3267859414597247,1.0,0.8845293130615073,0.8622868800576424,0.5297408323589969,0.6422472709719056,0.4600500058266068,0.12239433562868551,0.28525401869775047,0.9055724996205692,0.8297148132699925,0.4413664039626859,0.967704592807566,0.35731812113474026,0.41948420190940516,0.45584252455658625,0.7470926898326855
EGR3,0.5797988685221442,0.32896994948944913,0.5987996249141319,0.259449225314774,0.3579214987016599,0.1400549962287626,1.0,0.6765991705763619,0.38304148998586407,0.41990895818065765,0.0,0.1599081190466567,0.866130473220883,0.5267051194133952,0.2437560199115555,0.6969723646742614,0.2002546181596756,0.18227875916175384,0.012396176769577272,0.30729694929147167
EHF,0.0,0.08255281122066527,0.06967803862456956,0.14921343176257307,0.2874158794993467,0.20175479759870313,0.23774183197477478,0.39264981248182823,0.3268807255966893,0.5930192070234854,1.0,0.42288418311372683,0.43363568274480263,0.20394357619419895,0.36249946975662556,0.6163479584101565,0.2893268904895305,0.45093784755208005,0.5429156991278634,0.32946458233590753
ELF1,0.006585346978818185,0.13778382830625202,0.16137389894762588,0.17595099975083905,0.20516532099886553,0.6639908799679577,0.39190622734234126,0.514202490627123,0.3452962086879474,0.8427419318889446,0.3867829638367499,0.9112200386497211,0.7475882103595188,1.0000000000000002,0.574288165738382,0.8619413923602475,0.0,0.7654004059113639,0.7732376834897041,0.8537091213484362
ELF4,0.4221163370293608,0.7495316110407935,0.7780079617724571,0.04454482487723466,0.34291371138419335,0.38678154647201923,0.32431220445046227,0.0,0.21287781286029372,0.4576541264730978,0.2707135781547394,0.09965728996513801,0.6099760489048818,0.9999999999999998,0.3848588617460593,0.7487646792953349,0.6053477253363093,0.703823177833591,0.8240742937680163,0.9939396511972018
EMX2,0.7347266174424452,0.40203581051237,0.5369046049708099,1.0,0.004642083290523791,0.1485309051627996,0.03231543037139234,0.0,0.20999750102563758,0.24890585939401771,0.7803992441175776,0.5512196586166627,0.607369437195755,0.3750704621916043,0.5764680551277905,0.5299503616577088,0.5429686008706627,0.2548686055656411,0.5295973513581911,0.36018618817192244
EOMES,1.0,0.5853127213824116,0.3419490448535121,0.270952192792443,0.0,0.10326749538518643,0.1763981472812428,0.32482717245798587,0.14879207735071276,0.49655495888332046,0.05924512401445958,0.4672630755649234,0.6151203104110881,0.355881861894348,0.2250278926406819,0.5232094697741878,0.26795883743963556,0.6165450853431493,0.8564671592552289,0.39661066579071447
EPAS1,0.2563131821785921,0.29140584161935146,0.0,0.2525973412152064,0.5004831667065763,0.25273169180106714,0.5018629194910045,0.400034038525407,0.3770645379214361,0.6861238368965965,0.356441267423417,0.6770111948380115,0.9612348856870179,0.6250256712068651,0.7703416360228104,1.0000000000000002,0.3572182837280017,0.775028343294003,0.5566395226400567,0.40403114453700084
ERG,0.8040019947492683,1.0,0.48530367741992464,0.22776196676173666,0.0,0.3850485813334399,0.14717494411495124,0.1406008635822582,0.19508701050060873,0.05705835482882593,0.07382662238721638,0.09070911910977908,0.511885260831336,0.16088368400801945,0.2695239357710034,0.64506745028469,0.4834660580093951,0.5451539079646457,0.6642973707832263,0.39445378500665995
ESR1,0.6535191898827606,1.0,0.3820196684126745,0.30962033874367595,0.0,0.39666017174771356,0.051283825541262595,0.2637756129883246,0.22549656495594478,0.03493037088020534,0.14330858261317797,0.021622249075290256,0.010187428428115763,0.37714948795903075,0.22361278268592982,0.19947389744561866,0.47105060231363843,0.46768571946810317,0.6637581973613484,0.4592736517822545
ESR2,0.48284176696488745,0.9533927821911212,0.1328772291369389,0.46537781990441585,0.6597183598899465,0.692228970681533,0.6395202697369471,0.53663639424125,0.2456578813388015,1.0,0.36546963489317297,0.7102757397759953,0.7501453050036342,0.0,0.17387180431475469,0.5487964497679156,0.036485025099634694,0.9096587348436014,0.6433054702844712,0.3576299784943435
ESRRB,0.3079949111307758,0.4740591633646625,0.5300692078538272,0.5112603565570755,0.17482551411223035,0.4784517691548389,0.6460346246864386,0.5508150350681986,0.22678685185826541,0.9898391388005212,0.31154120849620803,0.36483093823768287,1.0,0.08873748294226957,0.0,0.43443799132543015,0.04083966725154087,0.93080179415695,0.6647530906537065,0.46371195370097684
ESRRG,0.7639362349323588,0.9516315183807433,0.9681971677470333,0.5270088921869813,0.19042332652140437,0.2219683510808088,0.0803693850175855,0.3957000815267355,0.26738011690294883,0.1394172523103323,0.11914860571888419,0.004730419446174139,0.057107322090478085,0.15505988107293578,0.249461663788771,0.0,0.30145530892384453,0.44397019687608363,0.9999999999999998,0.2814956000415023
ETS1,0.2620850878154264,0.0,0.7848206350560774,0.3819034645819861,0.8260136665876969,0.6621105170316994,0.6735893952217666,0.7188357893826243,0.836055071481506,1.0000000000000002,0.45244083256355494,0.1816225208906983,0.552946058414231,0.5319304438495549,0.6359684351635921,0.9319299656811515,0.6116225243307296,0.5653469604311732,0.45642796796178176,0.5270206597983951
ETS2,0.5141597189764309,0.5691379933761043,0.300580133559543,0.7909699954025278,0.6947473825729624,1.0,0.5794961593353691,0.6014971678558854,0.8020224008338581,0.0,0.19872081915171352,0.0007009564207530738,0.6745560467001384,0.23237571539341922,0.7811492417143324,0.817461002566344,0.9321747514501157,0.3509180178067491,0.23828918679559713,0.4511181288223031
ETV1,0.0,0.01277486204706113,0.43748142598241824,0.7757970781638281,1.0,0.34858857624897843,0.8164103414408381,0.8133612253944325,0.9548480634299219,0.7920025105408872,0.48099016208126777,0.824488170071958,0.6936198562015765,0.7036944898318716,0.905867067802689,0.6454177642432419,0.6900227488709694,0.6667593390117355,0.5245410165831557,0.5908139507997408
ETV5,0.6064167488229217,0.22235463280182421,0.7492728630371257,0.06616396594485074,0.5980586969203427,0.6528947085616761,0.4977129665916724,0.49805549171164887,0.34922984432730253,1.0,0.0,0.843530102849845,0.492444321815773,0.418203085647882,0.27196725886592077,0.47693577599270087,0.062070310914819515,0.7955748239067866,0.8535739771092936,0.8193435252094847
ETV6,0.9999999999999998,0.45466551297486624,0.6197678534110589,0.14208295118376246,0.23893068815056417,0.34307927522368753,0.6372666828465885,0.9165625854382522,0.5060278639829747,0.5776596396941318,0.3064306499301568,0.5294359807778133,0.23482074574513478,0.28610369462146346,0.0,0.26510795072991744,0.32199526388644073,0.7005250300088837,0.40012648032718845,0.7516938455873441
FLI1,0.9503112385721526,0.8353409956157984,1.0,0.3618929672102381,0.21131378476962626,0.36416917023497863,0.5824602036199684,0.8664031981460916,0.15710840456316738,0.2323214010288358,0.20872068413753242,0.23919941710822823,0.1353456711672587,0.0,0.0851909364320298,0.027669203095033623,0.49115397742440303,0.41462645336285864,0.5155695535924463,0.639302058793015
FOS,0.10293607525239834,0.05740110289622158,0.0,0.1386486377952152,0.7447639372670521,0.4615363723732754,0.763614876124486,0.5040870477604008,0.7548279008601356,0.7475599969987591,0.8439327315793536,0.7817137522270353,0.6891059361413251,1.0,0.7448627539617841,0.7544902791884919,0.20676967504604826,0.6843718018207531,0.3212270169860759,0.6497007324070178
FOSB,0.36427815466998203,0.2559146698165766,0.3454883765130472,0.19140926366856303,0.3270560541445693,0.21722970409224807,0.31844062649421545,0.13077201906176616,0.31345106747094165,0.5224071578119498,0.5964628111702683,0.8718737375663077,0.7352653220865817,1.0,0.6738859285789107,0.9344744250631796,0.3540375965023361,0.5155983366218508,0.0,0.39514742868528496
FOSL1,0.32094414907644875,0.32647307448985385,0.33615610091641657,0.2951620765586317,0.10145898801740427,0.057557535206455845,0.21831796944646475,0.13905078439467145,0.16091635528202597,0.15873795098960186,0.028790574496663723,0.0,0.7116528176195139,0.8146213038152416,0.20678113677398924,1.0,0.35202781526004323,0.0940966889401782,0.03913102198988205,0.31077167122739546
FOSL2,0.36110384863377387,0.2889480157689571,0.31417498527435306,0.13756354087059453,0.0,0.08916496472407798,0.37909440925970783,0.45662821379887264,0.5325638284556085,0.5043871658442647,0.7678781918575937,0.32682867627991796,0.7161527815614548,0.8610675039829767,0.9016816829756895,1.0,0.08690386666304872,0.4444700199616758,0.2734362720704834,0.47205121118544935
FOXB1,0.15841309408426996,0.26789114999529773,0.028949299791422356,0.7273718345658173,0.48993960557388405,0.6043056089948902,0.5098956643508874,0.6299650236871355,0.9847799812849665,0.8181776318963199,0.5527984641908308,0.0,0.4517897668528186,0.47577832081148963,0.717365787229439,0.5112552003001594,0.8147977445593841,0.6680677328981188,1.0,0.6318164943395157
FOXC1,0.20377043325517719,0.33166197972470146,0.23764446387306937,0.004192804247238779,0.0,0.14844219849679396,0.41247888717262027,0.36291613689508406,0.64115804926533,0.8380184585623792,0.9749356990927055,0.4941692368404843,0.6136079913273343,0.9999999999999999,0.6866793959893235,0.9821577594577052,0.7664266199004998,0.17164834215835467,0.13848049778378113,0.5302252751322828
FOXO1,0.4840807359375606,0.43746708249562727,0.3626919723779388,0.0,0.02002450736871686,0.1707739435783886,0.23646884941991553,0.3654652584603145,0.17495766332704932,0.5277009181748684,0.3651989915806322,1.0,0.6158548338365213,0.6088101187139114,0.22335032870496874,0.3979909772325956,0.02607879147228942,0.6471669074253648,0.562464084989402,0.5677814947388846
FOXP1,0.3320488783172477,0.28936732114369823,0.33714387920677136,0.4844419205750019,0.0,0.182809730430878,0.10016657768122994,0.4762327294501696,0.360841483971138,0.1376793903459297,0.17840403540488792,0.006344358490478541,0.2696480985240113,0.319406974632769,0.17143845551384307,0.19012180452527927,0.3568293684899817,0.3762848755543069,1.0000000000000002,0.41941034007080225
FOXP2,0.47554460970638035,0.5047397961811474,0.5124860091077248,1.0,0.5863046873484625,0.7096712421389947,0.37458332757740376,0.6148441291947158,0.660687687379053,0.0,0.43307369607772006,0.16113994936616494,0.18512577785210038,0.1756011291653624,0.6783838445848794,0.11340993381007902,0.8497005517255903,0.3801564794658018,0.6738094217769628,0.27696420527094845
GATA3,0.36269399719365936,0.3316615684479234,0.5362056694967521,0.46312267731927426,0.0,0.8284205122910087,0.5480563306670381,0.4960744868285403,0.08431694008352952,0.09807249853269728,0.16400936725361004,0.6406388674120351,1.0,0.07334987569983231,0.17406923496622673,0.47328260661024,0.2531105168382286,0.0878373688412617,0.6081871349467125,0.2952627079551342
GATA4,0.9015910588181831,0.86270420337162,0.9999999999999999,0.5106385442462534,0.1393051666994205,0.3223832118495372,0.31806705798165924,0.45899434811321316,0.25073740052733007,0.14961078743562473,0.20488295737583584,0.0,0.2471143288608304,0.07826615033823658,0.14485383999047918,0.18937008413325684,0.8192755465137335,0.347488250396352,0.6086897795757898,0.34529282972178377
GFI1,0.9599791283712295,0.8962186938796689,0.8570283466187009,0.7967919215013414,0.1859886987761451,0.7516218941865379,0.5653103666971543,0.6322291044156175,0.6161132477273904,0.0,0.0026723858067861928,0.13606806289939433,0.27864441370993764,0.11286965580094255,0.3818666229737734,0.09720118193087057,1.0,0.30276472447102243,0.8609785118006051,0.4979607924723196
GLI2,0.6692520058130726,0.9999999999999998,0.9840422510419689,0.6506618997256546,0.35546093666153045,0.5812694821328281,0.37263373440487,0.67147159962949,0.4019052215352783,0.6293914181437859,0.5472534262958657,0.3127254159642785,0.35113048156861537,0.0337726156375564,0.0,0.1399859825833918,0.5286403043021219,0.7219477250624131,0.7999383699330109,0.5057342148217974
GLI3,0.5459095967073013,0.8322535354015606,0.36684182329147097,0.27298089724462216,0.19538806014811705,0.5700558806250018,0.44100433556573515,0.7199346145923022,0.8392574772972927,1.0,0.802254224931847,0.3547394058544058,0.0,0.4029444607118018,0.6093391523080154,0.05384666923966508,0.8552965677388409,0.8811498566680442,0.7930337806946679,0.6424351879427417
GLIS1,0.9344443671530487,1.0,0.7280725926594094,0.5436633878645725,0.24717375757799492,0.5865882403607865,0.27315362891086387,0.41481023803142175,0.3026035944533227,0.15286639231642157,0.33515217322173035,0.2275403393285696,0.3423266544847559,0.0,0.16576796007471328,0.133389785084017,0.41463521780789253,0.29935131030108203,0.40248668344571376,0.2613416678913893
